docid,docno,title,rank,query,qid,model
10740,44815,ATL (2006),8,Romantic dramas set in lush landscapes.,31,pipeline_0
82068,275817,A Glass of Whiskey (1959),9,Romantic dramas set in lush landscapes.,31,pipeline_0
85648,286109,The British Garden: Life and Death on Your Lawn (2017),10,Romantic dramas set in lush landscapes.,31,pipeline_0
79424,265826,The Albino's Trees (2016),1,Romantic dramas set in lush landscapes.,31,pipeline_1
73005,236727,The Mystery of Agatha Christie with David Suchet (2013),2,Romantic dramas set in lush landscapes.,31,pipeline_1
82734,277652,What We Left Unfinished (2019),3,Romantic dramas set in lush landscapes.,31,pipeline_1
79922,267786,Speaking Is Difficult (2016),4,Romantic dramas set in lush landscapes.,31,pipeline_1
28151,130750,Fantasies (1981),5,Romantic dramas set in lush landscapes.,31,pipeline_1
67019,216143,Blue (2018),6,Romantic dramas set in lush landscapes.,31,pipeline_1
36531,149656,Three Sisters (2012),7,Romantic dramas set in lush landscapes.,31,pipeline_1
63543,207804,Classic Albums: Fleetwood Mac - Rumours (2001),8,Romantic dramas set in lush landscapes.,31,pipeline_1
65228,211934,Queen of Diamonds (1991),9,Romantic dramas set in lush landscapes.,31,pipeline_1
21550,110871,"Rocket, The (2013)",10,Romantic dramas set in lush landscapes.,31,pipeline_1
79424,265826,The Albino's Trees (2016),1,Romantic dramas set in lush landscapes.,31,pipeline_2
82734,277652,What We Left Unfinished (2019),2,Romantic dramas set in lush landscapes.,31,pipeline_2
85648,286109,The British Garden: Life and Death on Your Lawn (2017),3,Romantic dramas set in lush landscapes.,31,pipeline_2
58654,197011,Grass (2018),4,Romantic dramas set in lush landscapes.,31,pipeline_2
10740,44815,ATL (2006),5,Romantic dramas set in lush landscapes.,31,pipeline_2
82068,275817,A Glass of Whiskey (1959),6,Romantic dramas set in lush landscapes.,31,pipeline_2
79859,267602,Country (2021),7,Romantic dramas set in lush landscapes.,31,pipeline_2
53334,185713,The Cambridge Squatter (2017),8,Romantic dramas set in lush landscapes.,31,pipeline_2
83026,278388,Menses (1974),9,Romantic dramas set in lush landscapes.,31,pipeline_2
46724,171871,Catching the Sun (2015),10,Romantic dramas set in lush landscapes.,31,pipeline_2
79424,265826,The Albino's Trees (2016),1,Romantic dramas set in lush landscapes.,31,pipeline_3
28151,130750,Fantasies (1981),2,Romantic dramas set in lush landscapes.,31,pipeline_3
82734,277652,What We Left Unfinished (2019),3,Romantic dramas set in lush landscapes.,31,pipeline_3
73005,236727,The Mystery of Agatha Christie with David Suchet (2013),4,Romantic dramas set in lush landscapes.,31,pipeline_3
39069,155437,"Cornbread, Earl and Me (1975)",5,Romantic dramas set in lush landscapes.,31,pipeline_3
30481,135921,Dance Me to My Song (1998),6,Romantic dramas set in lush landscapes.,31,pipeline_3
85648,286109,The British Garden: Life and Death on Your Lawn (2017),7,Romantic dramas set in lush landscapes.,31,pipeline_3
85576,285877,Noise (2023),8,Romantic dramas set in lush landscapes.,31,pipeline_3
83026,278388,Menses (1974),9,Romantic dramas set in lush landscapes.,31,pipeline_3
10167,35738,Movie Movie (1978),10,Romantic dramas set in lush landscapes.,31,pipeline_3
73005,236727,The Mystery of Agatha Christie with David Suchet (2013),1,Romantic dramas set in lush landscapes.,31,pipeline_4
79424,265826,The Albino's Trees (2016),2,Romantic dramas set in lush landscapes.,31,pipeline_4
82734,277652,What We Left Unfinished (2019),3,Romantic dramas set in lush landscapes.,31,pipeline_4
58654,197011,Grass (2018),4,Romantic dramas set in lush landscapes.,31,pipeline_4
10740,44815,ATL (2006),5,Romantic dramas set in lush landscapes.,31,pipeline_4
82068,275817,A Glass of Whiskey (1959),6,Romantic dramas set in lush landscapes.,31,pipeline_4
85648,286109,The British Garden: Life and Death on Your Lawn (2017),7,Romantic dramas set in lush landscapes.,31,pipeline_4
79859,267602,Country (2021),8,Romantic dramas set in lush landscapes.,31,pipeline_4
83026,278388,Menses (1974),9,Romantic dramas set in lush landscapes.,31,pipeline_4
53334,185713,The Cambridge Squatter (2017),10,Romantic dramas set in lush landscapes.,31,pipeline_4
79424,265826,The Albino's Trees (2016),1,Romantic dramas set in lush landscapes.,31,pipeline_5
82734,277652,What We Left Unfinished (2019),2,Romantic dramas set in lush landscapes.,31,pipeline_5
58654,197011,Grass (2018),3,Romantic dramas set in lush landscapes.,31,pipeline_5
10740,44815,ATL (2006),4,Romantic dramas set in lush landscapes.,31,pipeline_5
82068,275817,A Glass of Whiskey (1959),5,Romantic dramas set in lush landscapes.,31,pipeline_5
85648,286109,The British Garden: Life and Death on Your Lawn (2017),6,Romantic dramas set in lush landscapes.,31,pipeline_5
79859,267602,Country (2021),7,Romantic dramas set in lush landscapes.,31,pipeline_5
83026,278388,Menses (1974),8,Romantic dramas set in lush landscapes.,31,pipeline_5
15292,80719,Kanchenjungha (1962),9,Romantic dramas set in lush landscapes.,31,pipeline_5
85576,285877,Noise (2023),10,Romantic dramas set in lush landscapes.,31,pipeline_5
73005,236727,The Mystery of Agatha Christie with David Suchet (2013),1,Romantic dramas set in lush landscapes.,31,pipeline_6
79424,265826,The Albino's Trees (2016),2,Romantic dramas set in lush landscapes.,31,pipeline_6
17863,93287,"Big Year, The (2011)",3,Romantic dramas set in lush landscapes.,31,pipeline_6
82734,277652,What We Left Unfinished (2019),4,Romantic dramas set in lush landscapes.,31,pipeline_6
10740,44815,ATL (2006),5,Romantic dramas set in lush landscapes.,31,pipeline_6
82068,275817,A Glass of Whiskey (1959),6,Romantic dramas set in lush landscapes.,31,pipeline_6
85648,286109,The British Garden: Life and Death on Your Lawn (2017),7,Romantic dramas set in lush landscapes.,31,pipeline_6
83026,278388,Menses (1974),8,Romantic dramas set in lush landscapes.,31,pipeline_6
85576,285877,Noise (2023),9,Romantic dramas set in lush landscapes.,31,pipeline_6
53334,185713,The Cambridge Squatter (2017),10,Romantic dramas set in lush landscapes.,31,pipeline_6
1273,1307,When Harry Met Sally... (1989),1,Hilarious comedies perfect for a night in with friends.,32,pipeline_0
12279,58998,Forgetting Sarah Marshall (2008),2,Hilarious comedies perfect for a night in with friends.,32,pipeline_0
10171,35836,"40-Year-Old Virgin, The (2005)",3,Hilarious comedies perfect for a night in with friends.,32,pipeline_0
1834,1923,There's Something About Mary (1998),4,Hilarious comedies perfect for a night in with friends.,32,pipeline_0
6044,6155,How to Lose a Guy in 10 Days (2003),5,Hilarious comedies perfect for a night in with friends.,32,pipeline_0
2579,2671,Notting Hill (1999),6,Hilarious comedies perfect for a night in with friends.,32,pipeline_0
4718,4823,Serendipity (2001),7,Hilarious comedies perfect for a night in with friends.,32,pipeline_0
1053,1080,Monty Python's Life of Brian (1979),8,Hilarious comedies perfect for a night in with friends.,32,pipeline_0
589,597,Pretty Woman (1990),9,Hilarious comedies perfect for a night in with friends.,32,pipeline_0
7295,7419,After Hours (1985),10,Hilarious comedies perfect for a night in with friends.,32,pipeline_0
70078,225363,Something New (2016),1,Hilarious comedies perfect for a night in with friends.,32,pipeline_1
1273,1307,When Harry Met Sally... (1989),2,Hilarious comedies perfect for a night in with friends.,32,pipeline_1
6044,6155,How to Lose a Guy in 10 Days (2003),3,Hilarious comedies perfect for a night in with friends.,32,pipeline_1
55499,190241,The Break-In (2016),4,Hilarious comedies perfect for a night in with friends.,32,pipeline_1
32550,140581,I Am Chris Farley (2015),5,Hilarious comedies perfect for a night in with friends.,32,pipeline_1
13703,70978,Boyfriends and Girlfriends (a.k.a. My Girlfriend's Boyfriend) (L'ami de mon amie) (1987),6,Hilarious comedies perfect for a night in with friends.,32,pipeline_1
10106,34336,Must Love Dogs (2005),7,Hilarious comedies perfect for a night in with friends.,32,pipeline_1
184,186,Nine Months (1995),8,Hilarious comedies perfect for a night in with friends.,32,pipeline_1
69262,222807,Our Women (2015),9,Hilarious comedies perfect for a night in with friends.,32,pipeline_1
28574,131712,Ages of Love (2011),10,Hilarious comedies perfect for a night in with friends.,32,pipeline_1
589,597,Pretty Woman (1990),1,Hilarious comedies perfect for a night in with friends.,32,pipeline_2
2579,2671,Notting Hill (1999),2,Hilarious comedies perfect for a night in with friends.,32,pipeline_2
1834,1923,There's Something About Mary (1998),3,Hilarious comedies perfect for a night in with friends.,32,pipeline_2
10171,35836,"40-Year-Old Virgin, The (2005)",4,Hilarious comedies perfect for a night in with friends.,32,pipeline_2
1273,1307,When Harry Met Sally... (1989),5,Hilarious comedies perfect for a night in with friends.,32,pipeline_2
4718,4823,Serendipity (2001),6,Hilarious comedies perfect for a night in with friends.,32,pipeline_2
70078,225363,Something New (2016),7,Hilarious comedies perfect for a night in with friends.,32,pipeline_2
13703,70978,Boyfriends and Girlfriends (a.k.a. My Girlfriend's Boyfriend) (L'ami de mon amie) (1987),8,Hilarious comedies perfect for a night in with friends.,32,pipeline_2
5498,5607,"Son of the Bride (Hijo de la novia, El) (2001)",9,Hilarious comedies perfect for a night in with friends.,32,pipeline_2
6044,6155,How to Lose a Guy in 10 Days (2003),10,Hilarious comedies perfect for a night in with friends.,32,pipeline_2
1273,1307,When Harry Met Sally... (1989),1,Hilarious comedies perfect for a night in with friends.,32,pipeline_3
10171,35836,"40-Year-Old Virgin, The (2005)",2,Hilarious comedies perfect for a night in with friends.,32,pipeline_3
2579,2671,Notting Hill (1999),3,Hilarious comedies perfect for a night in with friends.,32,pipeline_3
70078,225363,Something New (2016),4,Hilarious comedies perfect for a night in with friends.,32,pipeline_3
6044,6155,How to Lose a Guy in 10 Days (2003),5,Hilarious comedies perfect for a night in with friends.,32,pipeline_3
4718,4823,Serendipity (2001),6,Hilarious comedies perfect for a night in with friends.,32,pipeline_3
1834,1923,There's Something About Mary (1998),7,Hilarious comedies perfect for a night in with friends.,32,pipeline_3
13703,70978,Boyfriends and Girlfriends (a.k.a. My Girlfriend's Boyfriend) (L'ami de mon amie) (1987),8,Hilarious comedies perfect for a night in with friends.,32,pipeline_3
589,597,Pretty Woman (1990),9,Hilarious comedies perfect for a night in with friends.,32,pipeline_3
184,186,Nine Months (1995),10,Hilarious comedies perfect for a night in with friends.,32,pipeline_3
1273,1307,When Harry Met Sally... (1989),1,Hilarious comedies perfect for a night in with friends.,32,pipeline_4
6044,6155,How to Lose a Guy in 10 Days (2003),2,Hilarious comedies perfect for a night in with friends.,32,pipeline_4
2579,2671,Notting Hill (1999),3,Hilarious comedies perfect for a night in with friends.,32,pipeline_4
4718,4823,Serendipity (2001),4,Hilarious comedies perfect for a night in with friends.,32,pipeline_4
589,597,Pretty Woman (1990),5,Hilarious comedies perfect for a night in with friends.,32,pipeline_4
10106,34336,Must Love Dogs (2005),6,Hilarious comedies perfect for a night in with friends.,32,pipeline_4
184,186,Nine Months (1995),7,Hilarious comedies perfect for a night in with friends.,32,pipeline_4
10204,36525,Just Like Heaven (2005),8,Hilarious comedies perfect for a night in with friends.,32,pipeline_4
8256,8969,Bridget Jones: The Edge of Reason (2004),9,Hilarious comedies perfect for a night in with friends.,32,pipeline_4
5511,5620,Sweet Home Alabama (2002),10,Hilarious comedies perfect for a night in with friends.,32,pipeline_4
1273,1307,When Harry Met Sally... (1989),1,Hilarious comedies perfect for a night in with friends.,32,pipeline_5
10171,35836,"40-Year-Old Virgin, The (2005)",2,Hilarious comedies perfect for a night in with friends.,32,pipeline_5
1834,1923,There's Something About Mary (1998),3,Hilarious comedies perfect for a night in with friends.,32,pipeline_5
6044,6155,How to Lose a Guy in 10 Days (2003),4,Hilarious comedies perfect for a night in with friends.,32,pipeline_5
2579,2671,Notting Hill (1999),5,Hilarious comedies perfect for a night in with friends.,32,pipeline_5
4718,4823,Serendipity (2001),6,Hilarious comedies perfect for a night in with friends.,32,pipeline_5
589,597,Pretty Woman (1990),7,Hilarious comedies perfect for a night in with friends.,32,pipeline_5
10106,34336,Must Love Dogs (2005),8,Hilarious comedies perfect for a night in with friends.,32,pipeline_5
184,186,Nine Months (1995),9,Hilarious comedies perfect for a night in with friends.,32,pipeline_5
5498,5607,"Son of the Bride (Hijo de la novia, El) (2001)",10,Hilarious comedies perfect for a night in with friends.,32,pipeline_5
1273,1307,When Harry Met Sally... (1989),1,Hilarious comedies perfect for a night in with friends.,32,pipeline_6
10171,35836,"40-Year-Old Virgin, The (2005)",2,Hilarious comedies perfect for a night in with friends.,32,pipeline_6
1834,1923,There's Something About Mary (1998),3,Hilarious comedies perfect for a night in with friends.,32,pipeline_6
6044,6155,How to Lose a Guy in 10 Days (2003),4,Hilarious comedies perfect for a night in with friends.,32,pipeline_6
2579,2671,Notting Hill (1999),5,Hilarious comedies perfect for a night in with friends.,32,pipeline_6
4718,4823,Serendipity (2001),6,Hilarious comedies perfect for a night in with friends.,32,pipeline_6
589,597,Pretty Woman (1990),7,Hilarious comedies perfect for a night in with friends.,32,pipeline_6
184,186,Nine Months (1995),8,Hilarious comedies perfect for a night in with friends.,32,pipeline_6
5498,5607,"Son of the Bride (Hijo de la novia, El) (2001)",9,Hilarious comedies perfect for a night in with friends.,32,pipeline_6
10204,36525,Just Like Heaven (2005),10,Hilarious comedies perfect for a night in with friends.,32,pipeline_6
12287,59037,Speed Racer (2008),1,"Musicals set in vibrant, nostalgic eras.",33,pipeline_0
33727,143199,Immoral Tales (1974),2,"Musicals set in vibrant, nostalgic eras.",33,pipeline_0
3808,3910,Dancer in the Dark (2000),3,"Musicals set in vibrant, nostalgic eras.",33,pipeline_0
17323,90866,Hugo (2011),4,"Musicals set in vibrant, nostalgic eras.",33,pipeline_0
2474,2565,"King and I, The (1956)",5,"Musicals set in vibrant, nostalgic eras.",33,pipeline_0
71991,232287,One Night Only: The Best of Broadway (2020),6,"Musicals set in vibrant, nostalgic eras.",33,pipeline_0
25122,122918,Guardians of the Galaxy 2 (2017),7,"Musicals set in vibrant, nostalgic eras.",33,pipeline_0
4868,4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",8,"Musicals set in vibrant, nostalgic eras.",33,pipeline_0
67113,216368,ShowBusiness: The Road to Broadway (2007),9,"Musicals set in vibrant, nostalgic eras.",33,pipeline_0
6234,6345,"Chorus Line, A (1985)",10,"Musicals set in vibrant, nostalgic eras.",33,pipeline_0
80628,270220,Pretville (2012),1,"Musicals set in vibrant, nostalgic eras.",33,pipeline_1
22100,113416,Revenge of the Green Dragons (2014),2,"Musicals set in vibrant, nostalgic eras.",33,pipeline_1
71991,232287,One Night Only: The Best of Broadway (2020),3,"Musicals set in vibrant, nostalgic eras.",33,pipeline_1
67113,216368,ShowBusiness: The Road to Broadway (2007),4,"Musicals set in vibrant, nostalgic eras.",33,pipeline_1
81645,274159,Yellow (2006),5,"Musicals set in vibrant, nostalgic eras.",33,pipeline_1
49845,178425,Teen a Go Go: A Little Film About Rock and Roll History,6,"Musicals set in vibrant, nostalgic eras.",33,pipeline_1
12287,59037,Speed Racer (2008),7,"Musicals set in vibrant, nostalgic eras.",33,pipeline_1
40519,158695,Teri Meri Kahaani (2012),8,"Musicals set in vibrant, nostalgic eras.",33,pipeline_1
29223,133123,Barbie as The Princess & the Pauper (2004),9,"Musicals set in vibrant, nostalgic eras.",33,pipeline_1
81982,275509,The True Adventures of Raoul Walsh (2014),10,"Musicals set in vibrant, nostalgic eras.",33,pipeline_1
12287,59037,Speed Racer (2008),1,"Musicals set in vibrant, nostalgic eras.",33,pipeline_2
11672,53839,East Side Story (1997),2,"Musicals set in vibrant, nostalgic eras.",33,pipeline_2
73811,240312,"Hey, Mr. Producer! The Musical World of Cameron Mackintosh (1998)",3,"Musicals set in vibrant, nostalgic eras.",33,pipeline_2
62843,206194,Fiddler: A Miracle of Miracles (2019),4,"Musicals set in vibrant, nostalgic eras.",33,pipeline_2
73099,237213,Every Act of Life (2018),5,"Musicals set in vibrant, nostalgic eras.",33,pipeline_2
71991,232287,One Night Only: The Best of Broadway (2020),6,"Musicals set in vibrant, nostalgic eras.",33,pipeline_2
67113,216368,ShowBusiness: The Road to Broadway (2007),7,"Musicals set in vibrant, nostalgic eras.",33,pipeline_2
